Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1657611204,1,POST,/api/v1/Authors,1.000000,0.000000,94,94,94,94,95,95,95,95,95,95,95,9,0,94,138.6209371396237,91.2803451064974,501.0995550546795,63.0
1657611204,1,DELETE,/api/v1/Authors/1,0.000000,0.000000,95,95,95,95,95,95,95,95,95,95,95,4,0,93,93.73014455195516,92.8664670791477,95.00453504733741,0.0
1657611204,1,GET,/api/v1/Authors/1,1.000000,0.000000,94,94,97,97,97,97,97,97,97,97,97,5,0,94,94.61684050038457,93.3659637812525,96.89685795456171,71.0
1657611204,1,PUT,/api/v1/Authors/1,0.000000,0.000000,94,94,100,100,100,100,100,100,100,100,100,7,0,93,94.64791626669466,92.19468594528735,103.72791299596429,63.0
1657611204,1,GET,/api/v1/Authors/authors/books/1,0.500000,0.000000,93,93,95,95,95,95,95,95,95,95,95,4,0,93.29191292636096,95.20443005021662,93.29191292636096,99.6135650202632,217.0
1657611204,1,,Aggregated,3.000000,0.000000,94,94,95,95,100,180,500,500,500,500,500,36,0,94,108.02564703367858,91.2803451064974,501.0995550546795,9174.166666666666
1657611205,1,GET,/api/v1/Authors,1.000000,0.000000,95,95,95,95,96,96,96,96,96,96,96,9,0,95,104.37183312347366,94.05653295107186,181.2858369667083,46705.22222222222
1657611205,1,POST,/api/v1/Authors,1.000000,0.000000,94,94,94,95,120,120,120,120,120,120,120,11,0,94,133.17966702478853,91.2803451064974,501.0995550546795,63.0
1657611205,1,DELETE,/api/v1/Authors/1,0.666667,0.000000,95,95,95,120,120,120,120,120,120,120,120,7,0,94,97.18315290021044,92.8664670791477,117.69596207886934,0.0
1657611205,1,GET,/api/v1/Authors/1,1.000000,0.000000,94,94,97,97,97,97,97,97,97,97,97,6,0,94,94.50254240073264,93.3659637812525,96.89685795456171,71.0
1657611205,1,PUT,/api/v1/Authors/1,1.000000,0.000000,94,94,94,94,100,100,100,100,100,100,100,9,0,93,94.26851107531951,92.15410193428397,103.72791299596429,63.0
1657611205,1,GET,/api/v1/Authors/authors/books/1,1.000000,0.000000,93,93,95,95,95,95,95,95,95,95,95,4,0,93.29191292636096,95.20443005021662,93.29191292636096,99.6135650202632,217.0
1657611205,1,,Aggregated,5.666667,0.000000,94,95,95,95,100,120,500,500,500,500,500,46,0,94,106.1055321732293,91.2803451064974,501.0995550546795,9193.5
1657611206,1,GET,/api/v1/Authors,1.750000,0.000000,94,95,95,95,95,96,96,96,96,96,96,12,0,94,101.74166667275131,93.29995093867183,181.2858369667083,46636.75
1657611206,1,POST,/api/v1/Authors,1.250000,0.000000,94,94,94,95,120,120,120,120,120,120,120,12,0,94,129.79566203042245,91.2803451064974,501.0995550546795,63.0
1657611206,1,DELETE,/api/v1/Authors/1,0.750000,0.000000,95,95,96,96,120,120,120,120,120,120,120,10,0,93,96.17733713239431,92.54803601652384,117.69596207886934,0.0
1657611206,1,GET,/api/v1/Authors/1,1.000000,0.000000,94,94,94,94,97,97,97,97,97,97,97,8,0,94,94.33012278168462,93.18618988618255,96.89685795456171,71.0
1657611206,1,PUT,/api/v1/Authors/1,1.000000,0.000000,94,94,94,94,100,100,100,100,100,100,100,9,0,93,94.26851107531951,92.15410193428397,103.72791299596429,63.0
1657611206,1,GET,/api/v1/Authors/authors/books/1,1.000000,0.000000,95,96,96,99,99,99,99,99,99,99,99,6,0,95,95.85500768541048,93.29191292636096,99.6135650202632,205.0
1657611206,1,,Aggregated,6.750000,0.000000,94,94,95,95,100,120,180,500,500,500,500,57,0,94,103.83173585624287,91.2803451064974,501.0995550546795,9873.017543859649
1657611207,1,GET,/api/v1/Authors,1.400000,0.000000,94,95,95,95,95,96,96,96,96,96,96,13,0,94,101.23685747385025,93.29995093867183,181.2858369667083,46758.307692307695
1657611207,1,POST,/api/v1/Authors,2.000000,0.000000,94,94,94,94,95,120,120,120,120,120,120,13,0,94,126.89299464154129,91.2803451064974,501.0995550546795,63.0
1657611207,1,DELETE,/api/v1/Authors/1,1.000000,0.000000,94,95,95,96,120,120,120,120,120,120,120,12,0,93,95.58777588730057,91.34724619798362,117.69596207886934,0.0
1657611207,1,GET,/api/v1/Authors/1,1.000000,0.000000,94,94,97,97,98,98,98,98,98,98,98,10,0,94,94.57292640581727,93.18618988618255,97.6224378682673,71.0
1657611207,1,PUT,/api/v1/Authors/1,1.400000,0.000000,93,94,94,94,100,100,100,100,100,100,100,10,0,93,94.17770206928253,92.15410193428397,103.72791299596429,63.0
1657611207,1,GET,/api/v1/Authors/authors/books/1,0.800000,0.000000,95,95,96,96,99,99,99,99,99,99,99,9,0,95,95.28822480286989,93.29191292636096,99.6135650202632,209.0
1657611207,1,,Aggregated,7.600000,0.000000,94,94,95,95,99,120,180,500,500,500,500,67,0,94,102.3558462108138,91.2803451064974,501.0995550546795,9132.805970149253
1657611208,1,GET,/api/v1/Authors,1.500000,0.000000,94,95,95,95,95,96,96,96,96,96,96,13,0,94,101.23685747385025,93.29995093867183,181.2858369667083,46758.307692307695
1657611208,1,POST,/api/v1/Authors,2.000000,0.000000,93,94,94,94,95,120,120,120,120,120,120,15,0,93,122.36586175858974,91.2803451064974,501.0995550546795,63.0
1657611208,1,DELETE,/api/v1/Authors/1,1.166667,0.000000,94,95,95,95,96,120,120,120,120,120,120,13,0,94,95.44122244159763,91.34724619798362,117.69596207886934,0.0
1657611208,1,GET,/api/v1/Authors/1,1.000000,0.000000,94,94,94,97,98,98,98,98,98,98,98,11,0,94,94.55110382458025,93.18618988618255,97.6224378682673,71.0
1657611208,1,PUT,/api/v1/Authors/1,1.500000,0.000000,93,94,94,94,97,100,100,100,100,100,100,14,0,93,93.99647092712777,92.15410193428397,103.72791299596429,63.0
1657611208,1,GET,/api/v1/Authors/authors/books/1,0.833333,0.000000,95,95,96,96,96,99,99,99,99,99,99,12,0,95,95.15196117960538,92.80844498425722,99.6135650202632,223.0
1657611208,1,,Aggregated,8.000000,0.000000,94,94,95,95,98,120,180,500,500,500,500,78,0,94,101.1556312113475,91.2803451064974,501.0995550546795,7860.794871794872
1657611209,1,GET,/api/v1/Authors,1.857143,0.000000,94,95,95,95,96,97,97,97,97,97,97,16,0,94,100.09086919308174,93.29995093867183,181.2858369667083,46955.1875
1657611209,1,POST,/api/v1/Authors,1.714286,0.000000,93,94,94,94,95,120,120,120,120,120,120,17,0,93,118.9648820881677,91.2803451064974,501.0995550546795,63.0
1657611209,1,DELETE,/api/v1/Authors/1,1.428571,0.000000,94,94,95,95,96,120,120,120,120,120,120,14,0,93,95.20925006030926,91.34724619798362,117.69596207886934,0.0
1657611209,1,GET,/api/v1/Authors/1,1.285714,0.000000,94,94,94,97,98,98,98,98,98,98,98,12,0,94,94.49045757840697,93.18618988618255,97.6224378682673,71.0
1657611209,1,PUT,/api/v1/Authors/1,1.285714,0.000000,93,93,94,94,97,100,100,100,100,100,100,16,0,93,93.75823894515634,91.683654114604,103.72791299596429,63.0
1657611209,1,GET,/api/v1/Authors/authors/books/1,0.857143,0.000000,95,95,95,96,96,99,99,99,99,99,99,14,0,95,95.03060585952231,92.80844498425722,99.6135650202632,222.14285714285714
1657611209,1,,Aggregated,8.428571,0.000000,94,94,95,95,97,100,180,500,500,500,500,89,0,94,100.23856403965378,91.2803451064974,501.0995550546795,8509.258426966293
1657611210,1,GET,/api/v1/Authors,1.625000,0.000000,95,95,95,95,96,97,97,97,97,97,97,17,0,95,99.78316935217556,93.29995093867183,181.2858369667083,46978.58823529412
1657611210,1,POST,/api/v1/Authors,1.625000,0.000000,93,94,94,94,95,120,120,120,120,120,120,22,0,93,113.11136062299325,91.2803451064974,501.0995550546795,63.0
1657611210,1,DELETE,/api/v1/Authors/1,1.500000,0.000000,94,94,95,95,96,120,120,120,120,120,120,14,0,93,95.20925006030926,91.34724619798362,117.69596207886934,0.0
1657611210,1,GET,/api/v1/Authors/1,1.250000,0.000000,94,94,94,97,98,98,98,98,98,98,98,12,0,94,94.49045757840697,93.18618988618255,97.6224378682673,71.0
1657611210,1,PUT,/api/v1/Authors/1,1.375000,0.000000,93,94,94,94,100,100,100,100,100,100,100,19,0,93,94.01860349125376,91.683654114604,103.72791299596429,63.0
1657611210,1,GET,/api/v1/Authors/authors/books/1,1.250000,0.000000,95,95,95,96,96,99,99,99,99,99,99,15,0,95,94.9595789425075,92.80844498425722,99.6135650202632,221.8
1657611210,1,,Aggregated,8.625000,0.000000,94,94,95,95,97,100,180,500,500,500,500,99,0,94,99.61945409039882,91.2803451064974,501.0995550546795,8135.333333333333
1657611211,3,GET,/api/v1/Authors,1.555556,0.000000,95,95,95,96,97,180,530,530,530,530,530,23,0,95,121.21507764348517,93.29995093867183,531.773718772456,47187.217391304344
1657611211,3,POST,/api/v1/Authors,1.666667,0.000000,93,94,94,94,94,95,120,120,120,120,120,24,0,93,111.35632494309296,91.2803451064974,501.0995550546795,63.0
1657611211,3,DELETE,/api/v1/Authors/1,1.444444,0.000000,94,94,95,95,96,120,120,120,120,120,120,17,0,93,94.85154411317232,91.34724619798362,117.69596207886934,0.0
1657611211,3,GET,/api/v1/Authors/1,1.222222,0.000000,94,94,96,97,98,470,470,470,470,470,470,15,0,94,119.64696827344596,92.91447908617556,471.61492612212896,71.0
1657611211,3,PUT,/api/v1/Authors/1,1.555556,0.000000,93,94,94,94,100,100,100,100,100,100,100,19,0,93,94.01860349125376,91.683654114604,103.72791299596429,63.0
1657611211,3,GET,/api/v1/Authors/authors/books/1,1.444444,0.000000,94,95,95,95,96,99,110,110,110,110,110,22,0,94,95.28308249586685,92.48687792569399,107.95712796971202,220.27272727272728
1657611211,3,,Aggregated,8.888889,0.000000,94,94,95,95,97,110,180,470,530,530,530,120,0,94,106.25217199752417,91.2803451064974,531.773718772456,9116.05
1657611212,5,GET,/api/v1/Authors,1.700000,0.000000,95,95,96,97,180,180,530,530,530,530,530,29,0,95,119.32877918448428,93.29995093867183,531.773718772456,47289.724137931036
1657611212,5,POST,/api/v1/Authors,1.700000,0.000000,93,94,94,94,95,98,120,120,120,120,120,27,0,93,109.53335225133708,91.2803451064974,501.0995550546795,63.0
1657611212,5,DELETE,/api/v1/Authors/1,1.400000,0.000000,93,94,94,95,95,96,120,120,120,120,120,23,0,93,94.26469825532125,91.34724619798362,117.69596207886934,0.0
1657611212,5,GET,/api/v1/Authors/1,1.200000,0.000000,95,96,97,98,110,440,470,470,470,470,470,28,0,94,121.53892951651609,92.30630192905664,471.61492612212896,71.0
1657611212,5,PUT,/api/v1/Authors/1,1.700000,0.000000,93,94,97,100,100,100,390,390,390,390,390,28,0,93,105.05116374198613,90.95742297358811,394.31826188229024,63.0
1657611212,5,GET,/api/v1/Authors/authors/books/1,1.400000,0.000000,94,95,96,96,99,100,110,110,110,110,110,27,0,94,95.47367425531976,92.48687792569399,107.95712796971202,222.33333333333334
1657611212,5,,Aggregated,9.100000,0.000000,94,95,95,96,100,120,440,470,530,530,530,162,0,94,108.07614187123599,90.95742297358811,531.773718772456,8536.160493827161
1657611213,7,GET,/api/v1/Authors,1.800000,0.000000,95,95,96,97,180,180,530,530,530,530,530,41,0,95,114.13217426800146,93.29995093867183,531.773718772456,47307.78048780488
1657611213,7,POST,/api/v1/Authors,2.200000,0.000000,93,94,94,94,95,100,120,120,120,120,120,36,0,93,105.46180338133126,91.2803451064974,501.0995550546795,63.0
1657611213,7,DELETE,/api/v1/Authors/1,1.400000,0.000000,93,94,94,94,95,96,120,120,120,120,120,36,0,93,93.92053109412599,91.34724619798362,117.69596207886934,0.0
1657611213,7,GET,/api/v1/Authors/1,1.200000,0.000000,94,96,97,97,100,440,470,470,470,470,470,40,0,94,113.30326482420787,92.30630192905664,471.61492612212896,71.0
1657611213,7,PUT,/api/v1/Authors/1,1.900000,0.000000,93,94,97,98,100,390,410,410,410,410,410,35,0,93,111.72885856857258,90.95742297358811,406.4631429500878,63.0
1657611213,7,GET,/api/v1/Authors/authors/books/1,1.600000,0.000000,94,95,96,96,99,110,390,390,390,390,390,39,0,94,102.53629420334713,92.48687792569399,387.3479920439422,213.30769230769232
1657611213,7,,Aggregated,10.100000,0.000000,94,94,95,96,100,120,410,470,530,530,530,227,0,94,107.04290441807672,90.95742297358811,531.773718772456,8613.44052863436
1657611214,9,GET,/api/v1/Authors,2.500000,0.000000,95,97,100,100,180,190,530,530,530,530,530,56,0,95,120.08268566153545,93.0469399318099,531.773718772456,47203.232142857145
1657611214,9,POST,/api/v1/Authors,2.300000,0.000000,93,94,94,96,100,110,400,400,400,400,400,47,0,93,110.05352644566842,91.01675311103463,501.0995550546795,63.0
1657611214,9,DELETE,/api/v1/Authors/1,1.700000,0.000000,94,94,95,96,98,99,120,120,120,120,120,48,0,94,94.5384900502783,91.34724619798362,117.69596207886934,0.0
1657611214,9,GET,/api/v1/Authors/1,1.500000,0.000000,94,96,96,97,98,110,470,470,470,470,470,54,0,94,108.35919636560396,91.24761400744319,471.61492612212896,71.0
1657611214,9,PUT,/api/v1/Authors/1,1.900000,0.000000,93,94,96,97,100,390,410,410,410,410,410,47,0,93,107.21971698481828,90.95742297358811,406.4631429500878,63.0
1657611214,9,GET,/api/v1/Authors/authors/books/1,2.100000,0.000000,94,95,96,96,99,100,110,390,390,390,390,57,0,94,100.36247911078758,91.80656191892922,387.3479920439422,210.68421052631578
1657611214,9,,Aggregated,12.000000,0.000000,94,95,96,97,100,120,400,470,530,530,530,309,0,94,106.94620800566254,90.95742297358811,531.773718772456,8625.067961165048
1657611215,10,GET,/api/v1/Authors,2.600000,0.000000,96,99,100,100,180,180,490,530,530,530,530,75,0,96,117.8542735427618,92.54711610265076,531.773718772456,47164.18666666667
1657611215,10,POST,/api/v1/Authors,2.600000,0.000000,93,94,96,98,100,110,400,400,400,400,400,59,0,93,107.39438381377545,91.01675311103463,501.0995550546795,63.0
1657611215,10,DELETE,/api/v1/Authors/1,2.300000,0.000000,93,94,94,95,98,99,100,110,110,110,110,63,0,93,94.47535610432544,90.62105789780617,117.69596207886934,0.0
1657611215,10,GET,/api/v1/Authors/1,2.600000,0.000000,94,95,96,97,100,110,440,470,470,470,470,78,0,94,104.66870042877511,91.21575602330267,471.61492612212896,71.0
1657611215,10,PUT,/api/v1/Authors/1,2.600000,0.000000,93,94,95,97,100,390,390,410,410,410,410,64,0,93,108.30273180545191,90.95742297358811,406.4631429500878,63.0
1657611215,10,GET,/api/v1/Authors/authors/books/1,2.600000,0.000000,94,95,96,96,99,100,140,390,390,390,390,69,0,94,99.87732356387204,91.6594541631639,387.3479920439422,208.65217391304347
1657611215,10,,Aggregated,15.300000,0.000000,94,95,97,98,100,140,390,440,530,530,530,408,0,94,105.67243968184545,90.62105789780617,531.773718772456,8737.740196078432
1657611216,10,GET,/api/v1/Authors,3.500000,0.000000,96,98,100,100,180,180,490,530,530,530,530,93,0,95,113.99976778475028,92.29676006361842,531.773718772456,47199.7311827957
1657611216,10,POST,/api/v1/Authors,3.400000,0.000000,93,94,95,96,100,120,120,400,400,400,400,72,0,93,105.14637258408281,90.64743015915155,501.0995550546795,63.0
1657611216,10,DELETE,/api/v1/Authors/1,3.500000,0.000000,93,94,95,96,99,110,110,120,120,120,120,83,0,93,95.16057956133442,90.62105789780617,122.81607300974429,0.0
1657611216,10,GET,/api/v1/Authors/1,3.700000,0.000000,94,95,96,97,100,110,440,470,470,470,470,92,0,94,103.71867915787531,91.21575602330267,471.61492612212896,71.0
1657611216,10,PUT,/api/v1/Authors/1,3.500000,0.000000,93,94,96,97,100,110,390,410,410,410,410,80,0,93,105.80013790458906,90.86309908889234,406.4631429500878,63.0
1657611216,10,GET,/api/v1/Authors/authors/books/1,3.800000,0.000000,95,96,97,99,100,110,140,390,390,390,390,89,0,95,100.01634301753778,91.32005018182099,387.3479920439422,212.95505617977528
1657611216,10,,Aggregated,21.400000,0.000000,94,95,97,99,100,130,390,410,530,530,530,509,0,94,104.0833583046739,90.62105789780617,531.773718772456,8692.801571709233
1657611217,10,GET,/api/v1/Authors,4.900000,0.000000,96,100,100,110,150,180,490,530,530,530,530,107,0,95,112.391140725394,92.29676006361842,531.773718772456,47234.6261682243
1657611217,10,POST,/api/v1/Authors,3.800000,0.000000,93,94,96,96,100,110,120,400,400,400,400,87,0,93,103.27160597414891,90.64743015915155,501.0995550546795,63.0
1657611217,10,DELETE,/api/v1/Authors/1,4.800000,0.000000,93,94,96,97,100,100,110,120,120,120,120,97,0,93,95.16151795000529,90.62105789780617,122.81607300974429,0.0
1657611217,10,GET,/api/v1/Authors/1,5.000000,0.000000,94,96,97,99,100,120,140,440,470,470,470,112,0,94,103.03177079393728,91.21575602330267,471.61492612212896,71.0
1657611217,10,PUT,/api/v1/Authors/1,4.400000,0.000000,94,95,97,99,100,110,390,410,410,410,410,99,0,94,104.11995090544224,90.86309908889234,406.4631429500878,63.0
1657611217,10,GET,/api/v1/Authors/authors/books/1,5.400000,0.000000,95,96,98,99,100,110,140,390,390,390,390,108,0,95,99.59429265776028,91.32005018182099,387.3479920439422,215.66666666666666
1657611217,10,,Aggregated,28.300000,0.000000,94,96,97,99,100,120,180,400,530,530,530,610,0,94,103.02420671166638,90.62105789780617,531.773718772456,8355.847540983606
1657611218,10,GET,/api/v1/Authors,7.200000,0.000000,97,100,100,110,140,180,190,490,530,530,530,124,0,96,110.75964832543245,92.29676006361842,531.773718772456,47257.20161290323
1657611218,10,POST,/api/v1/Authors,4.800000,0.000000,94,95,96,99,110,110,120,400,400,400,400,99,0,93,102.7543876235458,90.64743015915155,501.0995550546795,63.0
1657611218,10,DELETE,/api/v1/Authors/1,5.700000,0.000000,94,94,96,97,100,100,110,120,120,120,120,119,0,94,95.37754000649795,90.62105789780617,122.81607300974429,0.0
1657611218,10,GET,/api/v1/Authors/1,7.600000,0.000000,95,96,99,100,110,120,140,440,470,470,470,133,0,95,102.66227424284793,91.21575602330267,471.61492612212896,71.0
1657611218,10,PUT,/api/v1/Authors/1,5.800000,0.000000,94,95,99,100,100,110,390,410,410,410,410,110,0,94,103.71537832543254,90.86309908889234,406.4631429500878,63.0
1657611218,10,GET,/api/v1/Authors/authors/books/1,6.600000,0.000000,95,97,99,99,100,110,140,140,390,390,390,130,0,95,99.36959312763065,91.32005018182099,387.3479920439422,221.43076923076924
1657611218,10,,Aggregated,37.700000,0.000000,94,96,99,100,110,120,180,390,530,530,530,715,0,94,102.43025066370106,90.62105789780617,531.773718772456,8267.537062937063
1657611219,10,GET,/api/v1/Authors,8.200000,0.000000,96,99,100,100,120,180,190,490,530,530,530,139,0,95,109.07669392206687,92.29676006361842,531.773718772456,47277.82014388489
1657611219,10,POST,/api/v1/Authors,6.400000,0.000000,93,94,96,98,100,110,120,400,400,400,400,115,0,93,101.51061102666932,90.64743015915155,501.0995550546795,63.0
1657611219,10,DELETE,/api/v1/Authors/1,7.500000,0.000000,94,94,96,97,99,100,110,120,120,120,120,135,0,94,95.2022776628534,90.62105789780617,122.81607300974429,0.0
1657611219,10,GET,/api/v1/Authors/1,8.500000,0.000000,95,96,98,100,110,120,140,440,470,470,470,148,0,95,102.09376821797845,91.16715285927057,471.61492612212896,71.0
1657611219,10,PUT,/api/v1/Authors/1,7.500000,0.000000,94,95,97,99,100,110,390,390,410,410,410,132,0,94,101.99376571725941,90.86309908889234,406.4631429500878,63.0
1657611219,10,GET,/api/v1/Authors/authors/books/1,8.700000,0.000000,95,96,98,99,100,110,140,140,390,390,390,147,0,95,98.85127683562942,91.32005018182099,387.3479920439422,219.9387755102041
1657611219,10,,Aggregated,46.800000,0.000000,94,96,98,99,100,120,180,390,530,530,530,816,0,94,101.46063808026477,90.62105789780617,531.773718772456,8125.020833333333
1657611220,10,GET,/api/v1/Authors,9.700000,0.000000,97,100,100,110,140,180,190,490,530,530,530,155,0,96,109.56887999068826,92.29676006361842,531.773718772456,47289.948387096774
1657611220,10,POST,/api/v1/Authors,7.800000,0.000000,94,96,98,100,110,110,140,150,400,400,400,132,0,94,101.7424965199704,90.64743015915155,501.0995550546795,63.0
1657611220,10,DELETE,/api/v1/Authors/1,8.600000,0.000000,94,95,96,97,100,110,120,120,150,150,150,154,0,94,95.76428917617622,90.62105789780617,146.95737301371992,0.0
1657611220,10,GET,/api/v1/Authors/1,10.500000,0.000000,95,97,99,100,110,120,140,440,470,470,470,167,0,95,102.10486363848214,91.16715285927057,471.61492612212896,71.0
1657611220,10,PUT,/api/v1/Authors/1,9.000000,0.000000,94,96,98,99,100,110,390,390,410,410,410,146,0,94,102.12952257708123,90.86309908889234,406.4631429500878,63.0
1657611220,10,GET,/api/v1/Authors/authors/books/1,10.400000,0.000000,95,97,99,100,100,110,140,140,390,390,390,163,0,95,99.06043675071074,91.22075606137514,387.3479920439422,219.2085889570552
1657611220,10,,Aggregated,56.000000,0.000000,95,97,99,100,110,120,180,390,530,530,530,917,0,94,101.71227937466755,90.62105789780617,531.773718772456,8064.388222464559
1657611221,15,GET,/api/v1/Authors,11.000000,0.000000,97,100,100,110,150,180,180,480,490,490,490,182,0,96,111.79590433871803,91.40205290168524,531.773718772456,47268.692307692305
1657611221,15,POST,/api/v1/Authors,8.400000,0.000000,94,96,97,99,100,110,140,150,400,400,400,150,0,94,100.8012163809811,90.40827699936926,501.0995550546795,63.0
1657611221,15,DELETE,/api/v1/Authors/1,10.800000,0.000000,94,95,97,98,100,110,390,400,420,420,420,173,0,94,102.66407228053434,90.62105789780617,416.0147230140865,0.0
1657611221,15,GET,/api/v1/Authors/1,12.500000,0.000000,95,97,99,100,110,120,130,150,440,440,440,187,0,95,101.49261736271175,91.15193807519972,471.61492612212896,71.0
1657611221,15,PUT,/api/v1/Authors/1,10.400000,0.000000,94,95,97,99,100,110,160,390,410,410,410,175,0,94,100.97188213307943,90.44513013213873,406.4631429500878,63.0
1657611221,15,GET,/api/v1/Authors/authors/books/1,12.000000,0.000000,95,97,99,99,100,110,130,140,390,390,390,184,0,95,98.573447589803,91.22075606137514,387.3479920439422,218.56521739130434
1657611221,15,,Aggregated,65.100000,0.000000,94,97,99,100,110,120,180,390,490,490,490,1051,0,94,102.77320145382116,90.40827699936926,531.773718772456,8255.823025689819
